Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Ship Date,State,Customers,Orders,profit margin,Quantity,Total Profit,Total Sales
Furnishings,Gilbert,United States,Craig Yedwab,28-06-2012,CA-2012-112144,Electrix Halogen Magnifier Lamp,02-07-2012,Arizona,1,1,0.075,4,46.632,621.76
Furnishings,Gilbert,United States,Peter Fuller,15-06-2012,CA-2012-129896,"DAX Copper Panel Document Frame, 5 x 7 Size",20-06-2012,Arizona,1,1,0.275,4,11.0704,40.256
Paper,Mesa,United States,Toby Gnade,14-07-2012,CA-2012-143364,Xerox 1899,19-07-2012,Arizona,1,1,0.3625,4,6.7048,18.496
Paper,Phoenix,United States,Linda Cazamias,12-09-2013,CA-2013-143476,Xerox 1976,14-09-2013,Arizona,1,1,0.35,4,7.2576,20.736
Paper,Scottsdale,United States,Toby Swindell,20-01-2011,CA-2011-146591,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",21-01-2011,Arizona,1,1,0.35,4,19.6224,56.064
Paper,Tucson,United States,Doug Bickford,07-05-2014,CA-2014-145779,Xerox 1883,11-05-2014,Arizona,1,1,0.325,4,27.4352,84.416
Storage,Phoenix,United States,Chris McAfee,28-11-2013,US-2013-114230,Eldon Simplefile Box Office,02-12-2013,Arizona,1,1,0.1,4,3.9808,39.808
Binders,Phoenix,United States,Maureen Fritzler,30-12-2011,US-2011-169789,Ibico Ibimaster 300 Manual Binding System,04-01-2012,Arizona,1,1,-0.833333333,5,-459.9875,551.985
Binders,Phoenix,United States,Roger Demir,09-08-2011,CA-2011-161249,Avery Hole Reinforcements,13-08-2011,Arizona,1,1,-0.7,5,-6.5415,9.345
Bookcases,Scottsdale,United States,Toby Swindell,20-01-2011,CA-2011-146591,O'Sullivan 4-Shelf Bookcase in Odessa Pine,21-01-2011,Arizona,1,1,-1.766666667,5,-320.597,181.47
Envelopes,Gilbert,United States,Katherine Murray,21-02-2014,CA-2014-135937,Letter or Legal Size Expandable Poly String Tie Envelopes,28-02-2014,Arizona,1,1,0.3625,5,3.857,10.64
Envelopes,Mesa,United States,Denny Ordway,03-06-2014,CA-2014-140760,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",06-06-2014,Arizona,1,1,0.3625,5,15.921,43.92
Envelopes,Scottsdale,United States,Toby Swindell,20-01-2011,CA-2011-146591,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21-01-2011,Arizona,1,1,0.3375,5,36.693,108.72
Labels,Phoenix,United States,Eudokia Martin,21-11-2012,US-2012-159499,Avery 506,23-11-2012,Arizona,1,1,0.325,5,5.369,16.52
Machines,Yuma,United States,Gary Hansen,17-10-2014,CA-2014-159282,Swingline SM12-08 MicroCut Jam Free Shredder,22-10-2014,Arizona,1,1,-0.8,5,-479.988,599.985
Paper,Phoenix,United States,Nick Crebassa,10-12-2014,CA-2014-139402,Multicolor Computer Printout Paper,14-12-2014,Arizona,1,1,0.35,5,146.79,419.4
Paper,Tucson,United States,Carol Triggs,20-12-2011,CA-2011-138681,Xerox 1888,22-12-2011,Arizona,1,1,0.35,5,77.672,221.92
Phones,Mesa,United States,John Lucas,02-04-2012,US-2012-142811,Samsung HM1900 Bluetooth Headset,07-04-2012,Arizona,1,1,0.375,5,32.925,87.8
Phones,Phoenix,United States,Candace McMahon,29-05-2014,CA-2014-145765,Panasonic KX TS208W Corded phone,03-06-2014,Arizona,1,1,0.1,5,19.596,195.96
Storage,Tempe,United States,Odella Nelson,13-09-2011,CA-2011-140039,Eldon File Chest Portable File,17-09-2011,Arizona,1,1,0.075,5,5.955,79.4
Supplies,Glendale,United States,Jennifer Patt,19-07-2013,CA-2013-161676,"Elite 5"" Scissors",24-07-2013,Arizona,1,1,0.125,5,4.225,33.8
Tables,Phoenix,United States,Maris LaWare,19-07-2014,US-2014-142573,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",24-07-2014,Arizona,1,1,-0.56,5,-448.896,801.6
Accessories,Tempe,United States,Don Jones,13-11-2014,US-2014-132220,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,17-11-2014,Arizona,1,1,-0.175,6,-10.9116,62.352
Appliances,Phoenix,United States,Eudokia Martin,21-11-2012,US-2012-159499,Fellowes Command Center 5-outlet power strip,23-11-2012,Arizona,1,1,0.0875,6,28.4928,325.632
Binders,Peoria,United States,Susan Vittorini,03-12-2014,CA-2014-147767,Vinyl Sectional Post Binders,03-12-2014,Arizona,1,1,-0.666666667,6,-45.24,67.86
Binders,Phoenix,United States,Liz Preis,03-10-2013,CA-2013-118969,"Premier Elliptical Ring Binder, Black",04-10-2013,Arizona,1,1,-0.733333333,6,-40.1808,54.792
Binders,Phoenix,United States,Resi PÃ¶lking,27-12-2011,CA-2011-148383,GBC DocuBind 300 Electric Binding Machine,31-12-2011,Arizona,1,1,-0.733333333,6,-694.2936,946.764
Binders,Tucson,United States,Erin Smith,20-12-2013,CA-2013-134936,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",26-12-2013,Arizona,1,1,-0.733333333,6,-7.656,10.44
Binders,Yuma,United States,Nick Zandusky,11-07-2013,CA-2013-134222,GBC Standard Therm-A-Bind Covers,12-07-2013,Arizona,1,1,-0.8,6,-35.8848,44.856
Bookcases,Mesa,United States,Toby Gnade,14-07-2012,CA-2012-143364,"Hon Metal Bookcases, Black",19-07-2012,Arizona,1,1,-1.5,6,-191.646,127.764
Envelopes,Tempe,United States,Erin Smith,02-10-2011,CA-2011-108189,Letter or Legal Size Expandable Poly String Tie Envelopes,05-10-2011,Arizona,1,1,0.3625,6,4.6284,12.768
Furnishings,Gilbert,United States,Peter Fuller,15-06-2012,CA-2012-129896,"Eldon ""L"" Workstation Diamond Chairmat",20-06-2012,Arizona,1,1,-0.1,6,-36.4704,364.704
Paper,Mesa,United States,Denny Ordway,03-06-2014,CA-2014-140760,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),06-06-2014,Arizona,1,1,0.3125,6,7.92,25.344
Paper,Mesa,United States,Heather Jas,13-04-2012,CA-2012-100216,Xerox 210,14-04-2012,Arizona,1,1,0.35,6,10.8864,31.104
Storage,Mesa,United States,Dario Medina,09-12-2011,CA-2011-101175,Acco Perma 3000 Stacking Storage Drawers,14-12-2011,Arizona,1,1,-0.0125,6,-1.2588,100.704
Tables,Tucson,United States,Erin Smith,20-12-2013,CA-2013-134936,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",26-12-2013,Arizona,1,1,-0.48,6,-218.8656,455.97
Accessories,Glendale,United States,Frank Olsen,09-06-2014,US-2014-107979,Memorex Micro Travel Drive 16 GB,14-06-2014,Arizona,1,1,0.1375,7,12.3123,89.544
Accessories,Yuma,United States,Tiffany House,15-05-2013,CA-2013-108224,ImationÂ 16GB Mini TravelDrive USB 2.0Â Flash Drive,15-05-2013,Arizona,1,1,0.2625,7,48.7011,185.528
Art,Avondale,United States,Kunst Miller,24-09-2012,US-2012-106873,Newell 317,29-09-2012,Arizona,1,1,0.1125,7,1.8522,16.464
Binders,Phoenix,United States,Emily Burns,23-05-2012,US-2012-110569,Cardinal EasyOpen D-Ring Binders,30-05-2012,Arizona,1,1,-0.666666667,7,-12.796,19.194
Bookcases,Phoenix,United States,Todd Sumrall,12-05-2014,US-2014-139647,Bestar Classic Bookcase,14-05-2014,Arizona,1,1,-1.7,7,-356.9643,209.979
Chairs,Phoenix,United States,Paul Stevenson,11-05-2012,CA-2012-135727,Global Chrome Stack Chair,16-05-2012,Arizona,1,1,0.0875,7,16.7972,191.968
Furnishings,Phoenix,United States,Shirley Daniels,10-10-2011,CA-2011-150329,Westinghouse Clip-On Gooseneck Lamps,14-10-2011,Arizona,1,1,0.075,7,3.5154,46.872
Paper,Peoria,United States,Steven Cartwright,17-08-2012,CA-2012-119627,Xerox 21,23-08-2012,Arizona,1,1,0.35,7,12.7008,36.288
Paper,Scottsdale,United States,Anthony Jacobs,17-10-2014,CA-2014-111577,Green Bar Computer Printout Paper,22-10-2014,Arizona,1,1,0.3625,7,111.5688,307.776
Supplies,Avondale,United States,Philip Brown,30-11-2011,CA-2011-146843,Acme Office Executive Series Stainless Steel Trimmers,06-12-2011,Arizona,1,1,0.075,7,3.5994,47.992
Fasteners,Chandler,United States,Pauline Chand,08-04-2011,US-2011-163797,"Alliance Super-Size Bands, Assorted Sizes",13-04-2011,Arizona,1,1,-0.2375,8,-11.8256,49.792
Furnishings,Mesa,United States,Sarah Foster,28-08-2014,CA-2014-163097,Flat Face Poster Frame,01-09-2014,Arizona,1,1,0.275,8,33.1584,120.576
Phones,Avondale,United States,Amy Cox,31-10-2011,US-2011-167262,Plantronics HL10 Handset Lifter,03-11-2011,Arizona,1,1,0.1125,8,83.5128,742.336
Storage,Mesa,United States,Mark Van Huff,25-11-2014,CA-2014-169894,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,30-11-2014,Arizona,1,1,-0.1,8,-41.5872,415.872
Tables,Gilbert,United States,Katherine Murray,21-02-2014,CA-2014-135937,KI Adjustable-Height Table,28-02-2014,Arizona,1,1,-0.48,9,-185.7168,386.91
Binders,Scottsdale,United States,Toby Swindell,20-01-2011,CA-2011-146591,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",21-01-2011,Arizona,1,1,-0.733333333,10,-23.716,32.34
Phones,Mesa,United States,Susan Vittorini,25-04-2014,CA-2014-116953,AT&T 841000 Phone,26-04-2014,Arizona,1,1,0.0625,10,34.5,552
Accessories,Los Angeles,United States,Adam Bellavance,08-05-2014,CA-2014-159688,Logitech G600 MMO Gaming Mouse,13-05-2014,California,1,1,0.36,1,28.7964,79.99
Accessories,Los Angeles,United States,Fred Wasserman,03-01-2014,CA-2014-118668,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,05-01-2014,California,1,1,0.35,1,5.8065,16.59
Accessories,Los Angeles,United States,Maris LaWare,30-09-2013,CA-2013-125794,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,04-10-2013,California,1,1,0.42,1,15.2208,36.24
Accessories,Los Angeles,United States,Tracy Zic,22-02-2013,US-2013-143280,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,26-02-2013,California,1,1,0.42,1,15.2208,36.24
Accessories,San Diego,United States,Ruben Dartt,10-11-2011,CA-2011-158372,Memorex Froggy Flash Drive 4 GB,16-11-2011,California,1,1,0.39,1,4.2861,10.99
Accessories,San Francisco,United States,Becky Castell,20-05-2014,CA-2014-113530,SanDisk Cruzer 64 GB USB Flash Drive,22-05-2014,California,1,1,0.3,1,10.896,36.32
Accessories,San Francisco,United States,Frank Merwin,07-11-2014,US-2014-153948,Kingston Digital DataTraveler 32GB USB 2.0,07-11-2014,California,1,1,0.06,1,1.017,16.95
Accessories,San Francisco,United States,Sonia Sunley,05-08-2011,CA-2011-150490,Logitech Desktop MK120 Mouse and keyboard Combo,11-08-2011,California,1,1,0.1,1,1.636,16.36
Accessories,San Francisco,United States,Sonia Sunley,25-10-2013,CA-2013-166275,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,25-10-2013,California,1,1,0.43,1,85.9957,199.99
Accessories,San Francisco,United States,Steve Carroll,21-11-2011,CA-2011-154781,Kensington Expert Mouse Optical USB Trackball for PC or Mac,26-11-2011,California,1,1,0.3,1,28.497,94.99
Accessories,Temecula,United States,Rob Dowd,13-12-2012,CA-2012-157770,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,15-12-2012,California,1,1,0.42,1,15.2208,36.24
Appliances,Los Angeles,United States,Alyssa Tate,10-12-2014,CA-2014-102407,Harmony Air Purifier,14-12-2014,California,1,1,0.36,1,68.04,189
Appliances,Los Angeles,United States,Tracy Collins,19-11-2013,CA-2013-166226,Fellowes Command Center 5-outlet power strip,23-11-2013,California,1,1,0.27,1,18.3168,67.84
Appliances,Mission Viejo,United States,Vivian Mathis,13-05-2013,US-2013-123610,Staples,17-05-2013,California,1,1,0.27,1,2.3409,8.67
Appliances,Moreno Valley,United States,Cynthia Delaney,27-12-2011,CA-2011-166961,Staples,31-12-2011,California,1,1,0.27,1,2.9646,10.98
Appliances,San Diego,United States,Adam Shillingsburg,24-12-2011,CA-2011-132913,Belkin 7-Outlet SurgeMaster Home Series,26-12-2011,California,1,1,0.26,1,3.6322,13.97
Appliances,San Francisco,United States,Alan Schoenberger,09-12-2014,CA-2014-117926,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,13-12-2014,California,1,1,0.3,1,20.844,69.48
Appliances,San Francisco,United States,Charles Sheldon,13-05-2014,CA-2014-117632,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,19-05-2014,California,1,1,0.27,1,2.0979,7.77
Art,Chico,United States,Xylona Preis,12-12-2012,CA-2012-155586,Newell 311,16-12-2012,California,1,1,0.27,1,0.5967,2.21
Art,Long Beach,United States,Tiffany House,04-11-2011,US-2011-134187,Newell 343,11-11-2011,California,1,1,0.27,1,0.7938,2.94
Art,Los Angeles,United States,Michael Chen,20-12-2011,CA-2011-156594,Newell 31,23-12-2011,California,1,1,0.28,1,1.1564,4.13
Art,San Francisco,United States,Becky Castell,20-05-2014,CA-2014-113530,Newell 314,22-05-2014,California,1,1,0.25,1,1.395,5.58
Art,San Francisco,United States,Vicky Freymann,23-05-2014,CA-2014-130106,Newell 333,27-05-2014,California,1,1,0.26,1,0.7228,2.78
Binders,Bakersfield,United States,Frank Merwin,08-06-2013,CA-2013-103163,Avery Hanging File Binders,12-06-2013,California,1,1,0.325,1,1.5548,4.784
Binders,Fresno,United States,Luke Schmidt,26-11-2011,CA-2011-141110,SpineVue Locking Slant-D Ring Binders by Cardinal,01-12-2011,California,1,1,0.35,1,2.5592,7.312
Binders,Los Angeles,United States,Beth Paige,13-04-2013,CA-2013-142398,JM Magazine Binder,17-04-2013,California,1,1,0.35,1,4.6228,13.208
Binders,Los Angeles,United States,Carl Weiss,05-11-2013,CA-2013-119018,Acco Economy Flexible Poly Round Ring Binder,09-11-2013,California,1,1,0.3125,1,1.305,4.176
Binders,Los Angeles,United States,Chad Cunningham,27-08-2012,CA-2012-113040,Avery Heavy-Duty EZD View Binder with Locking Rings,31-08-2012,California,1,1,0.325,1,1.6588,5.104
Binders,Los Angeles,United States,Julie Prescott,31-12-2013,US-2013-111528,Cardinal Hold-It CD Pocket,31-12-2013,California,1,1,0.3375,1,2.1546,6.384
Binders,Los Angeles,United States,Lena Radford,03-09-2013,CA-2013-126732,SpineVue Locking Slant-D Ring Binders by Cardinal,07-09-2013,California,1,1,0.35,1,2.5592,7.312
Binders,Los Angeles,United States,Logan Haushalter,30-10-2013,US-2013-131912,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",02-11-2013,California,1,1,0.325,1,3.8168,11.744
Binders,Los Angeles,United States,Saphhira Shifley,04-06-2014,CA-2014-145772,UniKeep View Case Binders,08-06-2014,California,1,1,0.325,1,1.2714,3.912
Binders,Riverside,United States,Jack Lebron,25-04-2013,CA-2013-138933,Cardinal Holdit Business Card Pockets,28-04-2013,California,1,1,0.35,1,1.3944,3.984
Binders,San Francisco,United States,Denise Monton,09-12-2014,CA-2014-108854,"Performers Binder/Pad Holder, Black",15-12-2014,California,1,1,0.375,1,8.409,22.424
Binders,San Francisco,United States,Patrick O'Brill,01-05-2012,CA-2012-104486,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",06-05-2012,California,1,1,0.3625,1,4.4138,12.176
Binders,San Francisco,United States,Phillina Ober,29-11-2012,CA-2012-144099,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",30-11-2012,California,1,1,0.3625,1,1.5602,4.304
Binders,San Francisco,United States,Rachel Payne,19-10-2011,CA-2011-155264,Accohide Poly Flexible Ring Binders,22-10-2011,California,1,1,0.375,1,1.122,2.992
Binders,San Francisco,United States,Rick Duston,16-09-2014,US-2014-116652,Cardinal Poly Pocket Divider Pockets for Ring Binders,20-09-2014,California,1,1,0.3125,1,0.84,2.688
Bookcases,San Francisco,United States,Darrin Sayre,09-07-2011,CA-2011-113271,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",14-07-2011,California,1,1,0.058823529,1,7.049,119.833
Chairs,Bakersfield,United States,Patrick Gardner,30-09-2014,CA-2014-140186,"Leather Task Chair, Black",03-10-2014,California,1,1,0,1,0,72.784
Chairs,Los Angeles,United States,Arthur Prichep,11-11-2011,CA-2011-105270,Hon Olson Stacker Stools,18-11-2011,California,1,1,0.1,1,11.2648,112.648
Chairs,San Diego,United States,Jay Fein,23-10-2012,CA-2012-132486,"Global Leather and Oak Executive Chair, Black",27-10-2012,California,1,1,0.1125,1,27.0882,240.784
Chairs,San Francisco,United States,Eugene Hildebrand,31-01-2014,CA-2014-112725,Novimex Swivel Fabric Task Chair,07-02-2014,California,1,1,-0.1125,1,-13.5882,120.784
Chairs,San Jose,United States,Greg Matthias,10-05-2011,CA-2011-103310,Hon Pagoda Stacking Chairs,15-05-2011,California,1,1,0.125,1,32.098,256.784
Chairs,Westminster,United States,Jeremy Lonsdale,08-08-2014,CA-2014-156776,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,12-08-2014,California,1,1,0.125,1,25.898,207.184
Envelopes,Huntington Beach,United States,Laurel Beltran,02-09-2013,CA-2013-124583,Globe Weis Peel & Seel First Class Envelopes,04-09-2013,California,1,1,0.45,1,5.751,12.78
Envelopes,Redondo Beach,United States,Alan Shonely,11-10-2011,CA-2011-128538,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15-10-2011,California,1,1,0.49,1,3.7436,7.64
Envelopes,San Francisco,United States,Linda Southworth,13-01-2014,CA-2014-108000,Staples,17-01-2014,California,1,1,0.5,1,4.89,9.78
Fasteners,Long Beach,United States,Jamie Frazer,08-01-2014,US-2014-123862,Staples,10-01-2014,California,1,1,0.45,1,3.5505,7.89
Fasteners,San Francisco,United States,Kean Thornton,25-06-2014,CA-2014-159107,"Acco Banker's Clasps, 5 3/4""-Long",27-06-2014,California,1,1,0.47,1,1.3536,2.88
Fasteners,Santa Barbara,United States,Michael Granlund,25-04-2014,CA-2014-166933,Colored Push Pins,29-04-2014,California,1,1,0.36,1,0.6516,1.81
Furnishings,Bakersfield,United States,Patrick Gardner,30-09-2014,CA-2014-140186,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",03-10-2014,California,1,1,0.3,1,15.525,51.75
Furnishings,Fairfield,United States,Dave Hallsten,29-03-2014,US-2014-147886,DAX Black Cherry Wood-Tone Poster Frame,01-04-2014,California,1,1,0.38,1,10.0624,26.48
Furnishings,Fresno,United States,Sue Ann Reed,20-03-2014,CA-2014-124436,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",23-03-2014,California,1,1,0.41,1,12.6813,30.93
Furnishings,Lakewood,United States,Chuck Clark,21-05-2014,CA-2014-166695,G.E. Halogen Desk Lamp Bulbs,25-05-2014,California,1,1,0.48,1,3.3504,6.98
Furnishings,Los Angeles,United States,Ben Ferrer,24-12-2011,US-2011-138247,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",29-12-2011,California,1,1,0.23,1,5.5177,23.99
Furnishings,Los Angeles,United States,Janet Molinari,25-08-2011,CA-2011-104178,"Eldon 200 Class Desk Accessories, Smoke",29-08-2011,California,1,1,0.42,1,2.6376,6.28
Furnishings,Los Angeles,United States,Monica Federle,16-03-2012,CA-2012-144722,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",23-03-2012,California,1,1,0.42,1,18.1146,43.13
Furnishings,Sacramento,United States,Ben Ferrer,11-11-2013,CA-2013-162348,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",16-11-2013,California,1,1,0.28,1,2.7944,9.98
Furnishings,San Francisco,United States,Gary Hansen,07-06-2014,US-2014-131849,"Eldon 300 Class Desk Accessories, Black",11-06-2014,California,1,1,0.44,1,2.178,4.95
Furnishings,Thousand Oaks,United States,Dionis Lloyd,16-10-2014,CA-2014-142643,"Executive Impressions 14"" Two-Color Numerals Wall Clock",21-10-2014,California,1,1,0.41,1,9.3152,22.72
Furnishings,Westminster,United States,Jeremy Lonsdale,08-08-2014,CA-2014-156776,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",12-08-2014,California,1,1,0.3,1,15.525,51.75
Labels,Long Beach,United States,Dan Lawera,26-09-2013,US-2013-125402,Avery 513,02-10-2013,California,1,1,0.46,1,2.2908,4.98
Labels,Los Angeles,United States,Gary Hansen,09-07-2011,CA-2011-114125,Avery 49,13-07-2011,California,1,1,0.49,1,1.4112,2.88
Labels,Roseville,United States,Damala Kotsonis,22-07-2013,CA-2013-160941,Self-Adhesive Removable Labels,27-07-2013,California,1,1,0.48,1,1.512,3.15
Labels,Woodland,United States,Justin Ellison,21-10-2014,US-2014-146416,Avery 510,23-10-2014,California,1,1,0.48,1,1.8,3.75
Machines,Lakewood,United States,Chuck Clark,21-05-2014,CA-2014-166695,Okidata B400 Printer,25-05-2014,California,1,1,0.1125,1,38.61,343.2
Paper,Anaheim,United States,William Brown,12-12-2013,CA-2013-165330,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",12-12-2013,California,1,1,0.45,1,13.941,30.98
Paper,Bakersfield,United States,Frank Merwin,08-06-2013,CA-2013-103163,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",12-06-2013,California,1,1,0.49,1,2.3177,4.73
Paper,Fresno,United States,Gene McClure,09-08-2011,CA-2011-141901,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),14-08-2011,California,1,1,0.45,1,2.691,5.98
Paper,Los Angeles,United States,Andy Yotov,06-04-2011,CA-2011-102652,Xerox 194,12-04-2011,California,1,1,0.48,1,26.6304,55.48
Paper,Los Angeles,United States,Chris Cortes,29-03-2013,CA-2013-131380,Xerox 1983,01-04-2013,California,1,1,0.49,1,2.9302,5.98
Paper,Los Angeles,United States,Christopher Conant,08-07-2013,CA-2013-135265,Xerox 1942,10-07-2013,California,1,1,0.5,1,24.47,48.94
Paper,Los Angeles,United States,Darren Budd,14-12-2012,CA-2012-141593,Xerox 23,16-12-2012,California,1,1,0.48,1,3.1104,6.48
Paper,Los Angeles,United States,Logan Haushalter,19-06-2012,CA-2012-121965,Xerox 231,23-06-2012,California,1,1,0.48,1,3.1104,6.48
Paper,Los Angeles,United States,Vicky Freymann,25-07-2011,CA-2011-146528,Xerox 1966,27-07-2011,California,1,1,0.49,1,3.1752,6.48
Paper,Oxnard,United States,Laurel Beltran,02-12-2013,US-2013-155768,Xerox 1886,02-12-2013,California,1,1,0.48,1,22.992,47.9
Paper,San Diego,United States,Charles Crestani,20-07-2011,CA-2011-141726,Xerox 189,22-07-2011,California,1,1,0.48,1,50.328,104.85
Paper,San Diego,United States,Max Jones,25-06-2013,CA-2013-100300,Xerox 189,27-06-2013,California,1,1,0.48,1,50.328,104.85
